branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,107,-0.454,2,2002-03-12,Mr. UDALL of New Mexico.,2002,strengthen program prepar babi boom retir ad even administr inadequ prescript drug benefit requir resourc outsid surplus, Strengthening these programs to prepare for the baby boom’s retirement or adding even the administration’s  inadequate prescription drug benefit  requires  resources outside of these surpluses, Strengthening these programs to prepare for the baby boom’s retirement or adding even the administration’s  inadequate prescription drug benefit  requires  resources outside of these surpluses
,100,0.227,235,17,Mr. BROOMFIELD.,1988,want share colleagu convinc fact administr deep commit ment war drug,"Speaker,  I want to  share with my colleagues some convincing  facts about the administration's deep commit ment to the war on drugs","Speaker,  I want to  share with my colleagues some convincing  facts about the administration's deep commit ment to the war on drugs"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,feder outlay drug abus prevent increas four fold fy fy million million,"Federal outlays for drug abuse prevention  increased four-fold between FY 1981 and  FY 1988, from $117 million to $454 million","Federal outlays for drug abuse prevention  increased four-fold between FY 1981 and  FY 1988, from $117 million to $454 million"
,106,0.5589999999999999,1,1999-03-24,Mr. HAYWORTH.,1999,rise morn talk ghb danger drug destroy live young women young peopl countri,"Speaker, I rise this morning to talk again about GHB, a dangerous drug that has destroyed the lives of some of our young women and young people in this country","Speaker, I rise this morning to talk again about GHB, a dangerous drug that has destroyed the lives of some of our young women and young people in this country"
Senate,107,0.091,123,2002-07-17,Ms. SNOWE.,2002,well silvia miller like lot other struggl tri make deal seriou health problem tri catch increas price everi yearincreas cost prescript drug,"Well, Silvia Miller, like a lot of others, struggles to try  to make do and deal with very serious  health problems and tries to catch an  increased price every year—increased  costs of prescription drugs","Well, Silvia Miller, like a lot of others, struggles to try  to make do and deal with very serious  health problems and tries to catch an  increased price every year—increased  costs of prescription drugs"
House,101,-0.429,738,11,Mr. SOLARZ.,1990,howev polit settlement fight continu pol pot khmer roug men still arm constitut formid fanat variou cambodian faction field could easili battl way back power phnom penh next year,"However,  if  there is no political settlement and the  fighting continues, then Pol Pot and  the Khmer Rouge, who have 40,000  men still under arms and constitute  the most formidable and fanatical of  the various Cambodian factions in the  field, could very easily battle their way  back to power in Phnom Penh over  the next few years","However,  if  there is no political settlement and the  fighting continues, then Pol Pot and  the Khmer Rouge, who have 40,000  men still under arms and constitute  the most formidable and fanatical of  the various Cambodian factions in the  field, could very easily battle their way  back to power in Phnom Penh over  the next few years"
,107,-0.376,97,2001-06-05,Mr. LANGEVIN.,2001,week fact congression budget offic made signific downward adjust year surplu estim virtual wipe conting fund alreadi promis varieti need includ increas militari requir prescript drug benefit,"Just this week, in fact,  the Congressional Budget Office has made a significant downward adjustment  in this year’s surplus estimates, virtually wiping out  the  ‘contingency  fund’ that has already been promised to a variety of needs, including increased military  requirements and a prescription drug benefit","Just this week, in fact,  the Congressional Budget Office has made a significant downward adjustment  in this year’s surplus estimates, virtually wiping out  the  ‘contingency  fund’ that has already been promised to a variety of needs, including increased military  requirements and a prescription drug benefit"
Senate,99,-0.314,1076,14,Mr. BIDEN.,1986,latest wrinkl battl potent cocain deriv polic feder drug agent expand use old feder law allow confisc properti use drug transact," In the latest wrinkle in the battle against  the potent cocaine derivative, the police and  Federal drug agents have expanded their  use of a 16-year-old Federal law that allows  the confiscation of property used in drug  transactions"," In the latest wrinkle in the battle against  the potent cocaine derivative, the police and  Federal drug agents have expanded their  use of a 16-year-old Federal law that allows  the confiscation of property used in drug  transactions"
House,113,-0.312,3,2014-11-19,Mr. VELA.,2014,crise human smuggl drug smuggl illeg migrat not begin end border," The crises of human smuggling, drug  smuggling, and  illegal migration do  not begin or end at the border"," The crises of human smuggling, drug  smuggling, and  illegal migration do  not begin or end at the border"
House,99,-0.514,1408,6,Mr. RANGEL.,1986,studi focus subgroup minor student avail evid indic drug involv among indian youth high particularli marijuana alcohol inhal ant stimul,"While only a few studies have  focused on subgroups of minority  students, the available evidence indicates that  drug involvement among Indian youth is very  high, particularly for marijuana, alcohol, inhal ants and stimulants","While only a few studies have  focused on subgroups of minority  students, the available evidence indicates that  drug involvement among Indian youth is very  high, particularly for marijuana, alcohol, inhal ants and stimulants"
,106,-0.448,87,2000-03-23,Mr. DINGELL.,2000,addit provid need invest nation health establish billion medicar reserv fund use fund medicar reform prescript drug benefit senior,"In addition  to  this,  it provides  for needed  investments  in our Nation’s health, establishing a $40 billion Medicare reserve fund that can be used to fund Medicare reform and a prescription drug benefit for our seniors","In addition  to  this,  it provides  for needed  investments  in our Nation’s health, establishing a $40 billion Medicare reserve fund that can be used to fund Medicare reform and a prescription drug benefit for our seniors"
House,101,-0.416,213,12,Mr. GEPHARDT.,1989,choic committe made not fund strateg de fens initi b bomber extent secretari want instead add dollar interdict drug add dollar clean nuclear wast add dollar convent afford everyth cheney budget,"The choice the committee  made was not to fund the strategic de fense initiative or the B-2 bomber to  the extent that the Secretary wanted,  but  instead to add some dollars for  interdicting drugs, to add some dollars  for cleaning up nuclear waste, and to  add  some  dollars  to  conventional  6112  D 1850  I  I  afford everything, and that is what  the Cheney budget does","The choice the committee  made was not to fund the strategic de fense initiative or the B-2 bomber to  the extent that the Secretary wanted,  but  instead to add some dollars for  interdicting drugs, to add some dollars  for cleaning up nuclear waste, and to  add  some  dollars  to  conventional  6112  D 1850  I  I  afford everything, and that is what  the Cheney budget does"
House,100,-0.473,1210,8,Mr. WAXMAN.,1987,larg amount drug reimport unit state ameri good return, (4) Large  amounts of drugs are being  reimported to the United States as Ameri can goods  returned, (4) Large  amounts of drugs are being  reimported to the United States as Ameri can goods  returned
Senate,115,0.375,93,2017-01-12,Mr. PORTMAN.,2017,women given crack cocain heroin presum keep depend traffick," The women were given crack cocaine  and heroin, presumably to keep them  dependent on their traffickers"," The women were given crack cocaine  and heroin, presumably to keep them  dependent on their traffickers"
House,109,-0.39,17,2006-07-18,Mr. MEEHAN.,2006,dont plan provid health care give american senior abil buy prescript drug low cost bulk,We don’t  have a plan to provide health care or to  give American seniors the ability to  buy prescription drugs at a low cost in  bulk,We don’t  have a plan to provide health care or to  give American seniors the ability to  buy prescription drugs at a low cost in  bulk
House,100,-0.514,660,11,Mr. RANGEL.,1988,win war drug number one domest concern american voter public opinion poll say feder spend pattern reflect concern," If winning  the war against drugs  is  the  number one domestic concern of American  voters, as public opinion polls say it is,  then  Federal spending patterns should reflect this  concern"," If winning  the war against drugs  is  the  number one domestic concern of American  voters, as public opinion polls say it is,  then  Federal spending patterns should reflect this  concern"
House,100,0.3,1104,13,Mr. SHAW.,1987,think need look front door understand spent flower pot," I think we need only to look out the  front door, where  I  understand we  spent $400,000 on flower pots"," I think we need only to look out the  front door, where  I  understand we  spent $400,000 on flower pots"
House,99,-0.514,1408,6,Mr. RANGEL.,1986,section address problem coordin mandat secretari health human servic enter agreement secretari interior secretari educ coordin effort depart late alcohol drug abus among indian juvenil,"Section  702,  addresses  the  problem of coordination by mandating that the  Secretary  of Health  and Human Services  enter into an agreement with the Secretary of  the Interior and the Secretary of Education to  coordinate the efforts of their Departments re lated to alcohol and drug abuse among Indian  juveniles","Section  702,  addresses  the  problem of coordination by mandating that the  Secretary  of Health  and Human Services  enter into an agreement with the Secretary of  the Interior and the Secretary of Education to  coordinate the efforts of their Departments re lated to alcohol and drug abuse among Indian  juveniles"
Senate,99,-0.314,1076,14,Mr. BIDEN.,1986,new york like mani citi taken strong stand drug trade," New York, like so many other cities  who have taken a strong stand against  the drug  trade"," New York, like so many other cities  who have taken a strong stand against  the drug  trade"
Senate,99,-0.314,1076,14,Mr. BIDEN.,1986,purdum law enforc offici stop peopl whose car cruis last week area manhattan drug wide sold not arrest charg possess crack,"Purdum>  When  law-enforcement officials stopped  43 people whose cars were cruising last week  in areas of Manhattan where drugs are  widely sold, they not only arrested them on  charges  of  possessing  crack","Purdum>  When  law-enforcement officials stopped  43 people whose cars were cruising last week  in areas of Manhattan where drugs are  widely sold, they not only arrested them on  charges  of  possessing  crack"
,102,-0.436,1004,18,Mr. LEVINE of California.,1991,blue ribbon award school evalu ate factor use date rigor core curriculum instruct mainten safe orderli drug free climat student encourag strong parent commun support," The Blue Ribbon Award schools are evalu ated on such factors as use of an up-to-date  and rigorous core curriculum and instruction,  maintenance of a safe, orderly, and drug-free  climate  for students, and encouragement of  strong parent and community support"," The Blue Ribbon Award schools are evalu ated on such factors as use of an up-to-date  and rigorous core curriculum and instruction,  maintenance of a safe, orderly, and drug-free  climate  for students, and encouragement of  strong parent and community support"
Senate,101,-0.241,543,11,Mr. BRYAN.,1990,feder state local task forc said cut plant last kentucki one five major marijuana produc unit state," The federal state and local task force said  it cut 596,512 plants last year in Kentucky,  one of the five major marijuana producers  in the United States"," The federal state and local task force said  it cut 596,512 plants last year in Kentucky,  one of the five major marijuana producers  in the United States"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,fy total feder anti drug budget billion billion fy,"In FY 1988,  the total Federal anti-drug budget was $3.3  billion, up from $1.1 billion in FY 1981","In FY 1988,  the total Federal anti-drug budget was $3.3  billion, up from $1.1 billion in FY 1981"
,112,0.563,171,2011-07-21,Mr. YODER.,2011,food drug administr express strong interest,"Food and Drug Administration and expressed a strong interest in  VerDate Mar 15 2010  05:44 Jul 22, 2011 Jkt 099060 PO 00000 Frm 00010 Fmt 0626 Sfmt 9920 E:\CR\FM\A21JY8.023 E21JYPT1 S K R A M E R h t i w D O R P 1 B Y 0 S 9 D K S D n o k c i r e d e r f r         ",Food and Drug Administration and expressed a strong interest in  
House,108,0.573,3,2004-03-31,Mr. CHOCOLA.,2004,june medicar beneficiari except alreadi medicaid drug coverag abl buy card take local pharmaci receiv percent regular cost drug,"By June, all Medicare beneficiaries,  except  those who  already  have Medicaid drug coverage, will be  able to buy a card for about $30 and  take it to their local pharmacy and receive 10 to 25 percent off of the regular  cost of their drugs","By June, all Medicare beneficiaries,  except  those who  already  have Medicaid drug coverage, will be  able to buy a card for about $30 and  take it to their local pharmacy and receive 10 to 25 percent off of the regular  cost of their drugs"
,107,-0.396,67,2002-05-24,Mr. STUPAK.,2002,second clear approv drug devic base rel short term inform not alway give us complet inform drug,"Second, it is more than clear that the approval of a drug or device based on relatively short-term information does not always give us complete information about a drug","Second, it is more than clear that the approval of a drug or device based on relatively short-term information does not always give us complete information about a drug"
,106,0.35100000000000003,73,2000-03-23,Mr. HAYES.,2000,budget address vital health care need strengthen medicar provid assist senior prescript drug,"This budget addresses vital health care needs, strengthens Medicare, and provides assistance  for  seniors with prescription drugs","This budget addresses vital health care needs, strengthens Medicare, and provides assistance  for  seniors with prescription drugs"
House,112,-0.455,17,2011-10-12,Mr. FARR.,2011,help us mexico drug cartel teach mexican nation polic militari handl cartel,They help us with Mexico drug  cartels by teaching the Mexican national police and military how to handle those cartels,They help us with Mexico drug  cartels by teaching the Mexican national police and military how to handle those cartels
,104,0.322,1215,1,Mr. DOLE.,1996,public outrag find ing w countri realiz long dont wake adopt zero toler drug use head path return must lose anoth gener children horror crack addict must statist soar time high bother take tice last march invit testifi congression committe time said not critic place blame great stride made year back im worri nation forget endang children drug," Where is the public outrage over this find ing? When w111  this country realize that as  long as we don't wake up and adopt a zero  tolerance for drug use, we are heading down  a path of no return? Must we lose another  generation of children  to  the horrors of  crack addiction? Must the statistics soar to  all-time highs before we bother to take no tice?  Last March I was invited to testify before  a congressional committee, at which time I  said: ""I am not here  to criticize or place  blame, but after the great strides that we  made just a few years back, I'm worried that  this nation is forgetting how endangered our  children are by drugs"," Where is the public outrage over this find ing? When w111  this country realize that as  long as we don't wake up and adopt a zero  tolerance for drug use, we are heading down  a path of no return? Must we lose another  generation of children  to  the horrors of  crack addiction? Must the statistics soar to  all-time highs before we bother to take no tice?  Last March I was invited to testify before  a congressional committee, at which time I  said: ""I am not here  to criticize or place  blame, but after the great strides that we  made just a few years back, I'm worried that  this nation is forgetting how endangered our  children are by drugs"
,101,-0.5920000000000001,401,7,Mr. PAYNE of New Jersey.,1989,frequent hear seriou problem face urban area problem like drug crime illiteraci,"Speaker, we  frequently hear about the  serious  problems  facing  our  urban  areas,  problems like drugs, crime, and illiteracy","Speaker, we  frequently hear about the  serious  problems  facing  our  urban  areas,  problems like drugs, crime, and illiteracy"
House,108,0.311,2,2003-11-05,Mr. FOLEY.,2003,increas prescript drug coverag veteran, We have increased prescription drugs  coverage for our veterans, We have increased prescription drugs  coverage for our veterans
Senate,98,-0.224,223,1,Mr. CHILES.,1984,howev honor drug en forcement administr request hold hear sinc dea middl intens investiga tion,"However, it honored a Drug En forcement Administration  request  to  hold off hearings since the DEA was  in the middle of intensive  investiga tions","However, it honored a Drug En forcement Administration  request  to  hold off hearings since the DEA was  in the middle of intensive  investiga tions"
,112,-0.465,115,2011-09-15,Ms. SLAUGHTER.,2011,without drug take back program pharmaceut frequent divert purpos not intend,"Without a drug  take back program, pharmaceuticals are frequently diverted  to purposes for which they were not intended","Without a drug  take back program, pharmaceuticals are frequently diverted  to purposes for which they were not intended"
House,101,0.043,54,3,Mr. GILMAN.,1989,crimin justic system overload intern drug crimin drug treatment center swamp request help po sibli meet,"Our  criminal  justice  system  is  overloaded  by  international  drug  criminals,  and our drug treatment centers are swamped  by more requests for help than they can pos sibly meet","Our  criminal  justice  system  is  overloaded  by  international  drug  criminals,  and our drug treatment centers are swamped  by more requests for help than they can pos sibly meet"
House,103,0.51,201,20,Mr. MANZULLO.,1993,chemic depend servic network illinoi demonstr alcohol drug involv three four crime,The Chemical Dependency Services  Network in Illinois demonstrates that alcohol or  drugs are involved in three out of four crimes,The Chemical Dependency Services  Network in Illinois demonstrates that alcohol or  drugs are involved in three out of four crimes
House,95,0.043,1211,3,Mr. GILMAN.,1978,state alcohol drug abus educ act empha size prevent deter youth social person destruct behavior rather mop casualti often late precis need nation educ citizen particularli youth regard physiolog emot destruct accom pani drug abus," 10569 stated that the Alcohol and Drug  Abuse Education Act of 1970 ""empha sizes prevention, deterring our youth  from socially and personally destructive  behavior rather than mopping up  the  casualties when it is often too late."" This  is precisely what is needed if this Nation  is to educate its citizens, particularly our  youth, regarding the physiological and  emotional destructiveness that  accom panies drug abuse"," 10569 stated that the Alcohol and Drug  Abuse Education Act of 1970 ""empha sizes prevention, deterring our youth  from socially and personally destructive  behavior rather than mopping up  the  casualties when it is often too late."" This  is precisely what is needed if this Nation  is to educate its citizens, particularly our  youth, regarding the physiological and  emotional destructiveness that  accom panies drug abuse"
,115,-0.345,94,2017-02-14,Mr. HIGGINS of New York.,2017,work citi court liaison year advis alumni buffalo citi drug court patient health navig gbuahn,He has worked for the city court  as a liaison for 11 years; he advises alumni of  the Buffalo City Drug Court and is also a patient health navigator at GBUAHN,He has worked for the city court  as a liaison for 11 years; he advises alumni of  the Buffalo City Drug Court and is also a patient health navigator at GBUAHN
Senate,111,-0.362,116,2009-12-09,Mr. MENENDEZ.,2009,appreci colleagu interest bring lower cost drug market, I appreciate my colleagues’ interest  in bringing  lower cost drugs to the  market, I appreciate my colleagues’ interest  in bringing  lower cost drugs to the  market
House,101,0.043,54,3,Mr. GILMAN.,1989,reconstitut com mitte intend hold seri oversight hear recent pass drug act well feder drug strategi promulg drug czar madam narcot traffick drug abus reach epidem propor tion unit state sea,"If we are reconstituted, the com mittee  intends  to hold a series of oversight  hearings on  the  recently passed 1988 Drug  Act, as well as on the Federal drug strategy to  be promulgated by the ""drug czar.""  Madam Speaker, narcotics  trafficking and  drug abuse have  reached epidemic propor tions, both here in the United States and over seas","If we are reconstituted, the com mittee  intends  to hold a series of oversight  hearings on  the  recently passed 1988 Drug  Act, as well as on the Federal drug strategy to  be promulgated by the ""drug czar.""  Madam Speaker, narcotics  trafficking and  drug abuse have  reached epidemic propor tions, both here in the United States and over seas"
,107,-0.267,4,2002-04-15,Mr. DORGAN.,2002,compani certainli move right direct recogn price seriou problem lot american respect prescript drug,These companies are certainly moving  in  the right  direction  by  recognizing  that price is a very serious problem for a lot of Americans with respect to prescription drugs,These companies are certainly moving  in  the right  direction  by  recognizing  that price is a very serious problem for a lot of Americans with respect to prescription drugs
,104,0.322,1215,1,Mr. DOLE.,1996,weaken vigil drug threat tragic effect coun tri mani year come," ""This weakening vigilance against the drug  threat can have a tragic effect on this coun try for many years to come ..."," ""This weakening vigilance against the drug  threat can have a tragic effect on this coun try for many years to come ..."
Senate,107,0.091,123,2002-07-17,Ms. SNOWE.,2002,talk yesterday woman came meand us experiencesh grab elbow said senat dorgan help said wrong said well seriou health problem doctor prescrib prescript drug must take expens,"I talked yesterday about the woman who came up to  me—and all of us have had this experience—she grabbed me by the elbow and  said: Senator DORGAN, can you help  me?  I said: What is wrong?  She said: Well, I have very serious  health problems and my doctor prescribed prescription drugs that I must  take, but they are too expensive","I talked yesterday about the woman who came up to  me—and all of us have had this experience—she grabbed me by the elbow and  said: Senator DORGAN, can you help  me?  I said: What is wrong?  She said: Well, I have very serious  health problems and my doctor prescribed prescription drugs that I must  take, but they are too expensive"
Senate,113,-0.266,37,2013-12-20,Mrs. FEINSTEIN.,2013,might expect drug traffick not set asid fund work cost pass american peopl,"As you  might expect, drug traffickers are not  setting aside funds for this work, and  the cost is passed on to the American  people","As you  might expect, drug traffickers are not  setting aside funds for this work, and  the cost is passed on to the American  people"
House,100,-0.473,1210,8,Mr. WAXMAN.,1987,noth paragraph shall subject offic execut drug manufactur distributor crimin liabil sole caus sale purchas trade offer sell purchas trade violat paragraph employe manu factur distributor," Nothing in this paragraph shall subject an  officer or executive of a drug manufacturer  or distributor to criminal liability solely be cause of a sale, purchase, trade, or offer to  sell, purchase or trade in violation of this  paragraph by other employees of the manu facturer or distributor"," Nothing in this paragraph shall subject an  officer or executive of a drug manufacturer  or distributor to criminal liability solely be cause of a sale, purchase, trade, or offer to  sell, purchase or trade in violation of this  paragraph by other employees of the manu facturer or distributor"
,108,0.523,1,2004-06-01,Mr. BEAUPREZ.,2004,day forward senior longer pay full retail price life save drug," From this day forward, seniors will  no longer have to pay full retail price  for their life-saving drugs"," From this day forward, seniors will  no longer have to pay full retail price  for their life-saving drugs"
House,102,0.381,575,18,Mr. WEBER.,1991,howev want take opportun talk increas import food drug administr need ensur agenc adequ fund ac complish mission,"However,  I want to take this opportunity to talk about the  increasing  importance of the Food and Drug  Administration and  the need  to ensure  that  this agency will have adequate  funds to ac complish  its mission","However,  I want to take this opportunity to talk about the  increasing  importance of the Food and Drug  Administration and  the need  to ensure  that  this agency will have adequate  funds to ac complish  its mission"
,107,-0.267,4,2002-04-15,Mr. DORGAN.,2002,much critic prescript drug manufactur price increas let say thank program benefit good number lower incom senior citizen,"We have much more to do, but having been very critical of the prescription drug manufacturers for price increases, let me say thanks for these programs because they will benefit a good number of lower income senior citizens","We have much more to do, but having been very critical of the prescription drug manufacturers for price increases, let me say thanks for these programs because they will benefit a good number of lower income senior citizens"
,106,0.311,174,1999-06-23,Mr. FOLEY.,1999,drug soap sundri,"Drugs, Soaps and Sundries .........","Drugs, Soaps and Sundries ........."
Senate,98,-0.332,574,3,Mr. PELL.,1983,like problem physic mental health drug andor alcohol,"She is  likely to have problems with physical and/  or mental health, drugs and/or alcohol","She is  likely to have problems with physical and/  or mental health, drugs and/or alcohol"
Senate,107,0.331,109,2002-07-17,Mr. BENNETT.,2002,prescrib method simpli attach prescript drug benefit exist medicar system not pay much attent side effect,The prescribed method is to  simply attach a prescription drug benefit to the existing Medicare system  and not pay much attention to any of  the side effects,The prescribed method is to  simply attach a prescription drug benefit to the existing Medicare system  and not pay much attention to any of  the side effects
,96,-0.264,303,13,Mr. WOLFF.,1979,guarante arrest drug raid kept jail tri still rel easi bribe author secur freedom prosecut accord diplomat sourc,"Nor can  there be any guarantee that those arrested in  the drug raids have been kept in  jail and  tried-because it  is still relatively easy  to  bribe  authorities here  to  secure  freedom  from prosecution, according  to diplomatic  sources","Nor can  there be any guarantee that those arrested in  the drug raids have been kept in  jail and  tried-because it  is still relatively easy  to  bribe  authorities here  to  secure  freedom  from prosecution, according  to diplomatic  sources"
House,101,-0.429,738,11,Mr. SOLARZ.,1990,reason defeat amend adopt languag bill would diminish prospect polit settl ment therebi play hand pol pot would greatli di minish incent vietnam agre polit settlement," The reason that the defeat of this  amendment and the adoption of the  language  in  the bill would diminish  the prospects  for  a  political  settle ment, thereby playing into the hands  of Pol Pot, is that it would greatly di minish  the  incentive which Vietnam  has to agree to a political settlement"," The reason that the defeat of this  amendment and the adoption of the  language  in  the bill would diminish  the prospects  for  a  political  settle ment, thereby playing into the hands  of Pol Pot, is that it would greatly di minish  the  incentive which Vietnam  has to agree to a political settlement"
Senate,106,0.192,239,1999-03-24,Mr. SMITH of Oregon.,1999,oregon partnership led execut director judi cush nonprofit statewid network drug prevent servic avail everi communityrur urban throughout oregon,"The Oregon Partnership, led by Executive Director, Judy Cushing, is the only nonprofit statewide network of drug prevention services available to every community—rural and urban— throughout Oregon","The Oregon Partnership, led by Executive Director, Judy Cushing, is the only nonprofit statewide network of drug prevention services available to every community—rural and urban— throughout Oregon"
House,95,-0.44,821,5,Mr. BEILENSON.,1977,letter director offic legisl servic food drug admini tration depart health educ welfar,"A  letter from  the Director, Office of  Legislative Services, Food and Drug Adminis tration, Department of Health, Education,  and Welfare","A  letter from  the Director, Office of  Legislative Services, Food and Drug Adminis tration, Department of Health, Education,  and Welfare"
Senate,106,0.439,220,1999-05-06,Mr. BROWNBACK.,1999,help encourag student stay drug,help to encourage students to  stay off drugs,help to encourage students to  stay off drugs
House,101,-0.313,1012,7,Mr. SMITH of Iowa.,1989,ask twice much money bill not want bill come not want hous vote whether not want money crime drug,"He asked for twice as  much money as we have in this bill,  but they do not want the bill to come  up, and they do not want the House to  vote its will on whether or not they  want more money for crime and drugs","He asked for twice as  much money as we have in this bill,  but they do not want the bill to come  up, and they do not want the House to  vote its will on whether or not they  want more money for crime and drugs"
Senate,101,-0.241,543,11,Mr. BRYAN.,1990,grow marijuana plant nation forest countri,It grows more  marijuana plants than any national forest  in the country,It grows more  marijuana plants than any national forest  in the country
House,108,0.251,36,2004-06-01,Mr. ENGLISH.,2004,proud part team help put legisl togeth see end glad floor tonight heard extraordinari claim number member consist vote prescript drug benefit senior,"I am very proud to have been  part of the team that helped put this  legislation together and see it through  to the end; and I am also glad to be on  the floor tonight, having heard some of  the extraordinary claims from a number of Members who consistently voted  against prescription drug benefits for  seniors","I am very proud to have been  part of the team that helped put this  legislation together and see it through  to the end; and I am also glad to be on  the floor tonight, having heard some of  the extraordinary claims from a number of Members who consistently voted  against prescription drug benefits for  seniors"
House,100,-0.455,852,1,Mr. FLAKE.,1988,greatest danger countri face come not eco nomic ravish war torn central american countri citi town across nation gen erat come see drug traffick ing hope econom enfranchis countri poor go hungri shelter peopl inadequ educ busi cannot prosper,"The greatest danger our  country faces comes not from an eco nomically ravished, war torn Central  American country, but from cities and  towns across this Nation where a gen eration is coming to see drug traffick ing as their only hope for economic  enfranchisement, a country where the  poor go hungry and have no shelter,  people are inadequately educated, and  businesses cannot prosper","The greatest danger our  country faces comes not from an eco nomically ravished, war torn Central  American country, but from cities and  towns across this Nation where a gen eration is coming to see drug traffick ing as their only hope for economic  enfranchisement, a country where the  poor go hungry and have no shelter,  people are inadequately educated, and  businesses cannot prosper"
,98,-0.153,1172,1,Mr. HUGHES.,1984,look forward hear public health care pharmaceut indu tri law enforc com muniti specialist problem drug abus comment suggest,"We look forward to  hearing  from  the public,  from  the  health care and pharmaceutical indus tries, from the law enforcement com munity, and  from specialists  in  the  problems of drug abuse for their comments and  suggestions","We look forward to  hearing  from  the public,  from  the  health care and pharmaceutical indus tries, from the law enforcement com munity, and  from specialists  in  the  problems of drug abuse for their comments and  suggestions"
House,108,0.552,38,2004-05-17,Mr. GUTKNECHT.,2004,may ceo cv pharmaci one largest america tom ryan said quot million american alreadi opt import drug cannot afford not," On May 5, the CEO of CVS Pharmacies, one of the largest in America,  Tom Ryan, said, and I quote, ‘‘Millions  of Americans have already opted to import drugs because they cannot afford  not to"," On May 5, the CEO of CVS Pharmacies, one of the largest in America,  Tom Ryan, said, and I quote, ‘‘Millions  of Americans have already opted to import drugs because they cannot afford  not to"
House,105,0.375,384,7,Mr. PORTMAN.,1997,drug free commun act design sup port someth know actual work reduc drug abus commu niti base coalit,"The Drug Free  Communities Act  is designed  to sup port  something we  know  actually  works in reducing drug abuse, commu nity-based coalitions","The Drug Free  Communities Act  is designed  to sup port  something we  know  actually  works in reducing drug abuse, commu nity-based coalitions"
House,110,-0.146,57,2008-03-12,Mr. PETERSON of Minnesota.,2008,e relationtoconsolidatedappropriationsact generalexcept provid paragraph section not appli agricultur rural develop food drug administr relat agenc appropri act divis public law stat," (e) RELATIONTOCONSOLIDATEDAPPROPRIATIONSACT, 2008.—  (1)  IN GENERAL.—Except as provided  in  paragraph (2), this section does not apply to  the Agriculture, Rural Development, Food  and Drug Administration, and Related Agencies Appropriations Act, 2008 (division A of  Public Law 110–161; 121 Stat"," (e) RELATIONTOCONSOLIDATEDAPPROPRIATIONSACT, 2008.—  (1)  IN GENERAL.—Except as provided  in  paragraph (2), this section does not apply to  the Agriculture, Rural Development, Food  and Drug Administration, and Related Agencies Appropriations Act, 2008 (division A of  Public Law 110–161; 121 Stat"
Senate,107,-0.276,307,2001-01-22,Mr. REID.,2001,equal employ opportun commiss eeoc issu decis find employ failur includ insur coverag prescript contracept employe health benefit plan cover prescript drug devic constitut unlaw sex discrimin titl vii civil right act,"Equal Employment  Opportunity  Commission (EEOC) issued a decision finding that an employer’s failure to include insurance coverage for prescription contraceptives in an employee health benefits plan, when it covers other prescription drugs and devices, constitutes unlawful sex discrimination under Title VII of the Civil Rights Act of 1964","Equal Employment  Opportunity  Commission (EEOC) issued a decision finding that an employer’s failure to include insurance coverage for prescription contraceptives in an employee health benefits plan, when it covers other prescription drugs and devices, constitutes unlawful sex discrimination under Title VII of the Civil Rights Act of 1964"
Senate,104,-0.266,28,9,Mrs. FEINSTEIN.,1995,bill would bar recoveri plaintiff percent respons caus accid due intox alcohol drug, The bill would bar  recovery of a  plaintiff who is more than 50 percent  responsible for causing their accident  due to intoxication from alcohol or any  drug, The bill would bar  recovery of a  plaintiff who is more than 50 percent  responsible for causing their accident  due to intoxication from alcohol or any  drug
Senate,94,-0.55,946,9,Mr. CLARK.,1976,program would receiv creas fund presid budget indian health servic commun program drug abus pre vention health manpow capita tion grant," Other programs that would receive in creased  funds  under  the President's  budget are  the Indian health service,  community programs of drug abuse pre vention, and health manpower capita tion grants"," Other programs that would receive in creased  funds  under  the President's  budget are  the Indian health service,  community programs of drug abuse pre vention, and health manpower capita tion grants"
Senate,99,-0.224,12,7,Mr. CHILES.,1985,presid senat recent pass legisl would design week april nation drug abus educa tion prevent week date chosen coincid three major event parent search institut drug educ cpridel host intern confer atlanta ga phar macist drug abus cp ada celebr filet anniversari effort educ parent drug abus," President,  the  Senate recently passed legislation that  would designate this week April 21-27,  1985, as ""National Drug Abuse Educa tion and Prevention Week."" These  dates were chosen  to coincide with  three major events: The Parents' Re search Institute for Drug Education  CPRIDEl  is hosting an international  conference in Atlanta, GA; the Phar macists Against Drug Abuse CP ADA]  is celebrating its fil'Et anniversary in  its efforts to educate parents on drug  abuse; and Mrs"," President,  the  Senate recently passed legislation that  would designate this week April 21-27,  1985, as ""National Drug Abuse Educa tion and Prevention Week."" These  dates were chosen  to coincide with  three major events: The Parents' Re search Institute for Drug Education  CPRIDEl  is hosting an international  conference in Atlanta, GA; the Phar macists Against Drug Abuse CP ADA]  is celebrating its fil'Et anniversary in  its efforts to educate parents on drug  abuse; and Mrs"
