branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,108,-0.396,36,2003-06-16,Mr. STUPAK.,2003,probabl greatest program put forth right prescript drug,Probably  the greatest program we can put forth right now is prescription drugs,Probably  the greatest program we can put forth right now is prescription drugs
,107,-0.396,67,2002-05-24,Mr. STUPAK.,2002,pdufa drug industri pay fee food drug administr time review drug biolog agent,"Through PDUFA,  the drug  industry pays fees to the Food and Drug Administration for timely review of drugs and biological agents","Through PDUFA,  the drug  industry pays fees to the Food and Drug Administration for timely review of drugs and biological agents"
House,100,-0.4,1501,5,Ms. OAKAR.,1988,support measur drug congress reaffirm commit eradi cate substanc abus nation school colleg campus commun," By supporting measures against drugs, we  in Congress reaffirm our commitment to eradi cating  substance  abuse  in  our  Nation's  schools, college campuses, and communities"," By supporting measures against drugs, we  in Congress reaffirm our commitment to eradi cating  substance  abuse  in  our  Nation's  schools, college campuses, and communities"
Senate,107,0.342,279,2001-01-22,Mr. GRASSLEY.,2001,estim total expenditur american illicit drug,"(3) The estimated  total expenditure by Americans  on  illicit  drugs  in  1993 was $48,700,000,000","(3) The estimated  total expenditure by Americans  on  illicit  drugs  in  1993 was $48,700,000,000"
,101,-0.44,648,1,Mr. BEILENSON.,1990,bring deficit control option deal everi na tional problem sever limit cant even begin adequ address drug crisi homeless gap health care system major social problem virtual everyon agre confront," Until we bring these deficits under control,  our options for dealing with every other na tional  problem  are  severely  limited-we  can't even begin to adequately address the  drug crisis, homelessness, gaps in our health  care system or any of the other major social  problems that virtually everyone agrees we  should be confronting"," Until we bring these deficits under control,  our options for dealing with every other na tional  problem  are  severely  limited-we  can't even begin to adequately address the  drug crisis, homelessness, gaps in our health  care system or any of the other major social  problems that virtually everyone agrees we  should be confronting"
Senate,95,0.128,1107,3,Mr. ALLEN.,1978,case hog sick cough use lesser drug day,"In my own case, I had hogs that were  sick and coughing and I used a  lesser drug  day","In my own case, I had hogs that were  sick and coughing and I used a  lesser drug  day"
Senate,107,0.091,123,2002-07-17,Ms. SNOWE.,2002,relentless increas cost prescript drug,"So year after  year after year, there are relentless increases  in  the  cost  of  prescription  drugs","So year after  year after year, there are relentless increases  in  the  cost  of  prescription  drugs"
,106,-0.267,120,2000-07-11,Mr. DORGAN.,2000,not understand mani need need incom tax relief middl incom famili not wealthi estatesth need enact famili farm program farmer decent chanc make live need adopt patient bill right need includ prescript drug benefit medicar programand soon,"I do not understand it when we have so many other needs, such as the need for income tax relief for middle-income families —not the wealthy estates—the need to enact a family farm program so the farmers have a decent chance to make a living, the need to adopt a Patients’ Bill of Rights, the need to include a prescription drug benefit in the Medicare  program—and  do  it  soon","I do not understand it when we have so many other needs, such as the need for income tax relief for middle-income families —not the wealthy estates—the need to enact a family farm program so the farmers have a decent chance to make a living, the need to adopt a Patients’ Bill of Rights, the need to include a prescription drug benefit in the Medicare  program—and  do  it  soon"
Senate,114,0.43,128,2016-07-13,Mr. BLUNT.,2016,case could senat concern opioid abusewhich want talk minuteth senat concern whether go fund would less concern knew back constitut way run govern,"If that was  the case, it could be that other Senators who are concerned about opioid  abuse—which I want to talk about in a  minute—the Senators who are  concerned about whether that is going to  be funded would be less concerned if  they knew we were back to the constitutional way of running the government","If that was  the case, it could be that other Senators who are concerned about opioid  abuse—which I want to talk about in a  minute—the Senators who are  concerned about whether that is going to  be funded would be less concerned if  they knew we were back to the constitutional way of running the government"
House,101,-0.41,735,20,Mr. ALEXANDER.,1989,return would requir secretari bennett design certain high intens drug traffick area author drug law not later februari," In  return,  it  would require Secretary Bennett to designate  certain  high-intensity  drug  trafficking  areas  under the authority of the 1988 drug  law not  later than February 1, 1990"," In  return,  it  would require Secretary Bennett to designate  certain  high-intensity  drug  trafficking  areas  under the authority of the 1988 drug  law not  later than February 1, 1990"
,106,-0.513,205,1999-08-03,Mrs. MINK of Hawaii.,1999,assert school play construct role promot democraci latin america last decad reduc flow illicit drug unit state emphas respect human right civilian control militari academ curriculum, They  assert  that  the school has played a constructive role in promoting democracy in Latin America over the last decade; in reducing the flow of illicit drugs to the United States; and in emphasizing respect for human rights and civilian control of the military through their academic curriculum, They  assert  that  the school has played a constructive role in promoting democracy in Latin America over the last decade; in reducing the flow of illicit drugs to the United States; and in emphasizing respect for human rights and civilian control of the military through their academic curriculum
,100,-0.245,1171,17,Mr. JONES of Tennessee.,1988,palmersvil busi bustl place day never go dresden town two three dri good drug store post offic bank groceri store," ""Palmersville was a busy, bustling place in  those days and we never had to go  into  Dresden because the town had two or three  dry goods, a drug store, post office, bank  and grocery store "," ""Palmersville was a busy, bustling place in  those days and we never had to go  into  Dresden because the town had two or three  dry goods, a drug store, post office, bank  and grocery store "
Senate,102,0.301,504,14,Mr. RUDMAN.,1992,effort senat chanc boost fund fbi million boost fund dea million boost fund organ crime drug enforc task forc add assist us," Because of their efforts, the Senate  has the chance to boost funding to the  FBI by more than $145 million; to boost  funding to the DEA by more than $35  million; to boost funding for organized  crime drug enforcement task forces; to  add 261 more assistant U.S"," Because of their efforts, the Senate  has the chance to boost funding to the  FBI by more than $145 million; to boost  funding to the DEA by more than $35  million; to boost funding for organized  crime drug enforcement task forces; to  add 261 more assistant U.S"
,107,0.5539999999999999,1,2001-07-23,Mr. STEARNS.,2001,presid bush effort expand qualiti health care american led largest increas medic research fund develop new commun health care center rural low incom american well immedi assist senior form prescript drug discount card reduc bill percent,"President Bush’s efforts to expand the quality of health care for all Americans has led to the largest increase in medical research funding, the development of 1,200 new community health care centers for rural and low-income Americans, as well as immediate assistance to seniors in the form of a prescription drug discount card that will reduce their bills by 10 to 15 percent or more","President Bush’s efforts to expand the quality of health care for all Americans has led to the largest increase in medical research funding, the development of 1,200 new community health care centers for rural and low-income Americans, as well as immediate assistance to seniors in the form of a prescription drug discount card that will reduce their bills by 10 to 15 percent or more"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,america increasingli less toler ill gal drug drug user, America is increasingly less tolerant of ille gal drugs and drug users, America is increasingly less tolerant of ille gal drugs and drug users
,108,0.585,76,2003-07-14,Mr. BURTON of Indiana.,2003,suppos moral peopl yet confid fact dead sure tradit valu coalit not money mail kind trash congression district across countri televis ad radio ad go congressmen believ senior ought abl get reimport drug canada germani place els cost onesixth one tenth cost unit state,"They are supposed to  be moral people; and yet I am confident, in fact I am dead sure, that the  Traditional Values Coalition did not  have the money to mail this kind of  trash out to congressional districts all  across this country and also do television ads and radio ads going after  Congressmen because they believe that  seniors ought to be able to get reimported drugs from Canada or Germany or some place else that cost onesixth or one-tenth of what they cost in  the United States","They are supposed to  be moral people; and yet I am confident, in fact I am dead sure, that the  Traditional Values Coalition did not  have the money to mail this kind of  trash out to congressional districts all  across this country and also do television ads and radio ads going after  Congressmen because they believe that  seniors ought to be able to get reimported drugs from Canada or Germany or some place else that cost onesixth or one-tenth of what they cost in  the United States"
,107,-0.172,158,2001-09-25,Mr. SKELTON.,2001,elk organ primarili involv two commun servic program drug awar veteran servic,"The Elks organization is primarily involved in two community service programs, drug awareness and veteran services","The Elks organization is primarily involved in two community service programs, drug awareness and veteran services"
,105,-0.361,875,1,Mr. MANTON.,1998,rise today pay tribut mari biaggi true heroin not one herald publicli sought fleet fame celebr steadfast human whose spiritu emot center famili whose guid hand nurtur bodi mind soul,"Speaker,  I rise today to  pay tribute to Marie Biaggi, a true heroine not one who has been heralded publicly, nor  sought the fleeting fame of a celebrity-but a  steadfast human being whose very being was  the spiritual and emotional center of her family  and whose guiding hand nurtured  them  in  body, mind and soul","Speaker,  I rise today to  pay tribute to Marie Biaggi, a true heroine not one who has been heralded publicly, nor  sought the fleeting fame of a celebrity-but a  steadfast human being whose very being was  the spiritual and emotional center of her family  and whose guiding hand nurtured  them  in  body, mind and soul"
,106,0.32,9,2000-06-28,Ms. PRYCE of Ohio.,2000,clear time issu prescript drug polit game democrat along,It has been clear for some time that the issue of prescription drugs has been a political game to the Democrats all  along,It has been clear for some time that the issue of prescription drugs has been a political game to the Democrats all  along
Senate,107,0.342,279,2001-01-22,Mr. GRASSLEY.,2001,vast major illeg drug produc oversea smuggl unit state major crimin organ,The vast majority of these illegal drugs are produced overseas and then smuggled into the United States by major criminal organizations,The vast majority of these illegal drugs are produced overseas and then smuggled into the United States by major criminal organizations
House,108,-0.201,16,2003-11-18,Mr. ROSS.,2003,drug manufactur wrote call medicar prescript drug bill not senior," The drug manufacturers wrote this  so-called Medicare prescription drug  bill, which is not for our seniors"," The drug manufacturers wrote this  so-called Medicare prescription drug  bill, which is not for our seniors"
Senate,107,0.091,193,2001-07-17,Ms. SNOWE.,2001,isnt surpris consid past five year per capita drug spend medicar popul approxim doubl reach estim,"Which isn’t surprising considering that over the past five years,  per capita drug spending for the Medicare  population  has  approximately  doubled, reaching an estimated $1,756  this year","Which isn’t surprising considering that over the past five years,  per capita drug spending for the Medicare  population  has  approximately  doubled, reaching an estimated $1,756  this year"
House,105,-0.408,186,1,Mr. ENGEL.,1998,medicar not pay prescript drug, Medicare does not pay for prescription  drugs, Medicare does not pay for prescription  drugs
,107,-0.172,158,2001-09-25,Mr. SKELTON.,2001,sign drug awar program,signs and drug awareness programs,signs and drug awareness programs
Senate,103,0.31,1306,1,Mr. BOND.,1994,rhe result neglect show truanci poor test score teenag pregnanc drug alcohol abus host social problem,"'rhe results  of  this neglect show up  in  truancy,  poor  test scores,  teenage pregnancy,  drug and alcohol abuse, and a host of  other social problems","'rhe results  of  this neglect show up  in  truancy,  poor  test scores,  teenage pregnancy,  drug and alcohol abuse, and a host of  other social problems"
House,113,0.455,27,2013-06-03,Mr. GARDNER.,2013,adufa agdufa program keep food healthi safe applic anim drug pose risk anim health,"The ADUFA and  AGDUFA  program  keeps  our  food  healthy and safe, while the application  of animal drugs poses no risk to animal  health","The ADUFA and  AGDUFA  program  keeps  our  food  healthy and safe, while the application  of animal drugs poses no risk to animal  health"
House,101,0.332,569,11,Mr. ROGERS.,1990,member want go home def end cut money drug war vote amend precis member,"No  2,  if Members want to go home and  def end themselves on cutting moneys  from  the  drug war,  vote  for  this  amendment, because that is precisely  what Members are doing","No  2,  if Members want to go home and  def end themselves on cutting moneys  from  the  drug war,  vote  for  this  amendment, because that is precisely  what Members are doing"
House,104,0.438,961,13,Mr. ZELIFF.,1996,revers everyon know know parallel unpreced cut drug interdict intern program suppli reduct effort,"That reversal,  as everyone knows, or should know,  paralleled unprecedented cuts in drug  interdiction,  international  programs  and other supply reduction efforts","That reversal,  as everyone knows, or should know,  paralleled unprecedented cuts in drug  interdiction,  international  programs  and other supply reduction efforts"
,102,0.254,1173,18,Mr. GILLMOR.,1991,wood counti council alcohol drug abus conjunct offic bowl green mayor ed miller coalit concern citizen particip red ribbon week opportun spread word creat drug free america," The Wood County Council on Alcohol and  Drug Abuse,  in conjunction with the office of  Bowling Green Mayor Ed Miller and a coalition  of concerned citizens,  is participating  in Red  Ribbon Week, an opportunity  to spread  the  word  about  creating  a drug-free America"," The Wood County Council on Alcohol and  Drug Abuse,  in conjunction with the office of  Bowling Green Mayor Ed Miller and a coalition  of concerned citizens,  is participating  in Red  Ribbon Week, an opportunity  to spread  the  word  about  creating  a drug-free America"
Senate,115,-0.454,69,2017-09-26,Mr. UDALL.,2017,want provid certainti bring insur back health insur marketplac lower premium prescript drug price improv healthcar,"We want to  provide certainty that brings insurers  back into the health insurance marketplaces, lower premiums and prescription  drug  prices,  and  improve  healthcare","We want to  provide certainty that brings insurers  back into the health insurance marketplaces, lower premiums and prescription  drug  prices,  and  improve  healthcare"
House,104,0.471,1447,7,Mr. WELDON of Florida.,1996,fact protein crystal grown shuttl alreadi allow research er develop drug fda trial even speak," In fact, protein crystal grown on the  shuttle have already allowed research ers to develop drugs that are in FDA  trials even as we speak"," In fact, protein crystal grown on the  shuttle have already allowed research ers to develop drugs that are in FDA  trials even as we speak"
,107,-0.396,67,2002-05-24,Mr. STUPAK.,2002,rise today speak procedur use major consid pass prescript drug user fee act known pdufa,"Speaker, I rise today to speak out against the procedure used by the majority to consider and pass the Prescription Drug User Fee Act also known as PDUFA","Speaker, I rise today to speak out against the procedure used by the majority to consider and pass the Prescription Drug User Fee Act also known as PDUFA"
Senate,95,0.128,1107,3,Mr. ALLEN.,1978,secretari dont want pull market without hear drug develop equal econom effect sulfa,"Secretary, we don't want it pulled off  the market without a hearing or until a  drug has been developed that will be equally  economical and as effective as sulfa","Secretary, we don't want it pulled off  the market without a hearing or until a  drug has been developed that will be equally  economical and as effective as sulfa"
,112,-0.465,115,2011-09-15,Ms. SLAUGHTER.,2011,american conveni safe option want rid cabinet unus drug,Americans should have a convenient and safe option when they want to rid  their cabinets of unused drugs,Americans should have a convenient and safe option when they want to rid  their cabinets of unused drugs
,107,0.516,155,2002-03-05,Mr. HOEKSTRA.,2002,estim percent men abus wive abus children children abus home greater risk alcohol drug abus juvenil delinqu,"It is also estimated that 70 percent of men who abuse their wives also abuse  their children, and children  from abusive homes are at greater risk of alcohol or drug abuse and juvenile delinquency","It is also estimated that 70 percent of men who abuse their wives also abuse  their children, and children  from abusive homes are at greater risk of alcohol or drug abuse and juvenile delinquency"
House,105,0.782,1192,9,Mr. COBURN.,1998,none fund made avail act may use food drug administr test devel opment approv includ approv product manufactur distribut drug chemic induc abort,"None of the funds made available  in this Act may be used by the Food and  Drug Administration for the testing, devel opment, or approval (including approval of  production, manufacturing, or distribution)  of any drug for the chemical inducement of  abortion","None of the funds made available  in this Act may be used by the Food and  Drug Administration for the testing, devel opment, or approval (including approval of  production, manufacturing, or distribution)  of any drug for the chemical inducement of  abortion"
Senate,100,-0.301,410,1,Mr. MOYNIHAN.,1988,iran syria replac franc heroin process center, Iran and Syria have replaced France  as heroin processing centers, Iran and Syria have replaced France  as heroin processing centers
House,104,-0.413,1328,14,Mr. KENNEDY of Massachusetts.,1995,think drug dealt particular apart ment tell local prosecutor tell polic offic work gether elimin erad individu respons crime,"If they think there are drugs  being dealt  in at a particular apart ment,  they  tell  the  local prosecutor,  tell  the police officers, and work  to gether to eliminate and eradicate those  individuals  that are  responsible  for  these crimes","If they think there are drugs  being dealt  in at a particular apart ment,  they  tell  the  local prosecutor,  tell  the police officers, and work  to gether to eliminate and eradicate those  individuals  that are  responsible  for  these crimes"
House,103,0.5479999999999999,604,1,Mr. KYL.,1994,instead send messag retreat na tion need reinvigor war drug,"Instead of  sending a message of retreat, our Na tion needs  to  reinvigorate our war  against drugs","Instead of  sending a message of retreat, our Na tion needs  to  reinvigorate our war  against drugs"
House,113,0.339,13,2013-06-03,Mr. UPTON.,2013,certainli spirit debat committe stand unit belief prescript drug suppli chain strengthen,"We certainly did  have a spirited debate at the committee, but we stand here united in our  belief that the prescription drug supply  chain has to be strengthened","We certainly did  have a spirited debate at the committee, but we stand here united in our  belief that the prescription drug supply  chain has to be strengthened"
House,114,0.6459999999999999,13,2016-05-12,Mr. SENSENBRENNER.,2016,comprehens opioid abus reduct act,"5046,  the Comprehensive Opioid Abuse Reduction Act","5046,  the Comprehensive Opioid Abuse Reduction Act"
Senate,107,0.342,279,2001-01-22,Mr. GRASSLEY.,2001,shorttitlethi act may cite drug free america act,(a) SHORTTITLE.—This Act may be cited as the ‘‘Drug-Free America Act of 2001’’,(a) SHORTTITLE.—This Act may be cited as the ‘‘Drug-Free America Act of 2001’’
,112,-0.458,215,2011-11-15,Ms. JACKSON LEE of Texas.,2011,houston classifi offic nation drug control polici ondcp high intens drug traffick area report ondcp express concern sheer volum maritim traffic foreign cargo pass port offer anoth avenu drug smuggl coast guard respons coordin feder state local agenc countri within region disrupt deter flow illeg drug houston port," Houston has been classified by the Office of  National Drug Control Policy (ONDCP) as a  High Intensity Drug Trafficking Area, and in a  2009 report, the ONDCP expressed concern  that ‘‘the sheer volume of maritime traffic and  foreign cargo that passes through the port offers another avenue for drug smuggling.’’  The Coast Guard is responsible for and has  coordinated with other federal, state, and local  agencies and countries within  the  region  to  disrupt and deter the flow of illegal drugs into  Houston and other ports"," Houston has been classified by the Office of  National Drug Control Policy (ONDCP) as a  High Intensity Drug Trafficking Area, and in a  2009 report, the ONDCP expressed concern  that ‘‘the sheer volume of maritime traffic and  foreign cargo that passes through the port offers another avenue for drug smuggling.’’  The Coast Guard is responsible for and has  coordinated with other federal, state, and local  agencies and countries within  the  region  to  disrupt and deter the flow of illegal drugs into  Houston and other ports"
Senate,98,-0.224,223,1,Mr. CHILES.,1984,cuban agent testifi intent involv highest rank offici gov ernment cuba illicit drug deal wit testifi alleg govern sponsor cultiv poppi field cuba product opium laboratori cuba author process brown heroin find way unit state via mexico,Cuban agents have testified  to the intentional involvement by the  highest ranking officials of the Gov ernment of Cuba in illicit drug dealing  and  other witnesses  have  testified  about alleged Government-sponsored  cultivation of poppy fields in Cuba for  the production of opium and about  laboratories  in Cuba  authorized  to  process brown heroin which finds its  way to the United States via Mexico,Cuban agents have testified  to the intentional involvement by the  highest ranking officials of the Gov ernment of Cuba in illicit drug dealing  and  other witnesses  have  testified  about alleged Government-sponsored  cultivation of poppy fields in Cuba for  the production of opium and about  laboratories  in Cuba  authorized  to  process brown heroin which finds its  way to the United States via Mexico
,102,0.336,1549,3,Mr. GOODLING.,1991,effect current tactic employ war drug subject heat debat, The effectiveness of current  tactics being  employed in the war on drugs is the subject of  heated debate, The effectiveness of current  tactics being  employed in the war on drugs is the subject of  heated debate
House,108,-0.19,55,2003-07-14,Mr. DOOLEY of California.,2003,ought reason greatli concern wall street analyst realli assess likelihood privat insur offer benefit come conclus quit unlik stand alon drug polici difficult provid not think privat sector stand provid," We ought to have reason to be greatly concerned, because the Wall Street  analysts, who really did an assessment  of the likelihood of private insurers offering this benefit, have come to the  conclusion that it is quite unlikely, because this is a stand-alone drug policy  that is difficult to provide and they do  not think the private sector will stand  up and provide that"," We ought to have reason to be greatly concerned, because the Wall Street  analysts, who really did an assessment  of the likelihood of private insurers offering this benefit, have come to the  conclusion that it is quite unlikely, because this is a stand-alone drug policy  that is difficult to provide and they do  not think the private sector will stand  up and provide that"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,enforc increas number feder drug investig dou bled number feder drug pro ecutor increas four fold, Enforcement Increases.-The number of  Federal drug investigators more than dou bled and the number of Federal drug pros ecutors  increased  four-fold between 1980  and 1988, Enforcement Increases.-The number of  Federal drug investigators more than dou bled and the number of Federal drug pros ecutors  increased  four-fold between 1980  and 1988
House,99,-0.514,1408,6,Mr. RANGEL.,1986,offic would respons indian health servic alco hol drug abus program,This office would be  responsible for all Indian Health Service alco hol and drug abuse programs,This office would be  responsible for all Indian Health Service alco hol and drug abuse programs
,102,-0.547,757,18,Mr. BONIOR.,1991,result massiv investiga tion result far five former fda employe five gener drug compani execut one consult four drug compani convict vari charg includ racket give receiv illeg gratuiti,"The result was a massive investiga tion and these results, so far: Five former  FDA employees, five generic-drug-company  executives, one consultant and  four drug  companies have been convicted on varying  charges,  including racketeering and giving  and receiving illegal gratuities","The result was a massive investiga tion and these results, so far: Five former  FDA employees, five generic-drug-company  executives, one consultant and  four drug  companies have been convicted on varying  charges,  including racketeering and giving  and receiving illegal gratuities"
House,99,-0.514,1408,6,Mr. RANGEL.,1986,indian juvenil alcohol drug abus prevent act legisl proud cosponsor introduc gentleman nebraska,"1156,  the ""Indian Juvenile Alcohol and Drug Abuse  Prevention Act."" This  legislation, which  I am  proud  to cosponsor, was  introduced by  the  gentleman from Nebraska","1156,  the ""Indian Juvenile Alcohol and Drug Abuse  Prevention Act."" This  legislation, which  I am  proud  to cosponsor, was  introduced by  the  gentleman from Nebraska"
Senate,114,-0.266,67,2015-01-06,Mrs. FEINSTEIN.,2015,bill pass senat unanim last congress support obama administr strategi combat transnat organ crime provid depart justic crucial tool combat intern drug trade," This bill, which passed the Senate  unanimously in the last Congress, supports  the  Obama  Administration’s  Strategy to Combat Transnational Organized Crime by providing the Department of Justice with crucial tools to  combat the international drug trade"," This bill, which passed the Senate  unanimously in the last Congress, supports  the  Obama  Administration’s  Strategy to Combat Transnational Organized Crime by providing the Department of Justice with crucial tools to  combat the international drug trade"
,103,-0.21600000000000005,595,2,Mr. CLEMENT.,1993,despit extens initi illeg use drug continu alarm rate across nation," Despite extensive  initiatives,  illegal use of  drugs continues at an alarming rate across our  Nation"," Despite extensive  initiatives,  illegal use of  drugs continues at an alarming rate across our  Nation"
Senate,100,-0.301,410,1,Mr. MOYNIHAN.,1988,accord ing center diseas control percent intrav nou drug user mani infect aid viru,"Accord ing to the Centers for Disease Control,  between 50 and 60 percent of intrave nous drug users, as many as 335,000,  are infected with the AIDS virus","Accord ing to the Centers for Disease Control,  between 50 and 60 percent of intrave nous drug users, as many as 335,000,  are infected with the AIDS virus"
Senate,107,0.091,193,2001-07-17,Ms. SNOWE.,2001,accord cbo januari baselin project percent enrol medicar fee servic plan pay less drug,"According  to CBO’s January 2001 baseline projections, 83 percent of those enrolled in  Medicare fee for service plans pay less  than $3,000 for their drugs","According  to CBO’s January 2001 baseline projections, 83 percent of those enrolled in  Medicare fee for service plans pay less  than $3,000 for their drugs"
House,108,-0.396,36,2003-06-16,Mr. STUPAK.,2003,drug not plan formulari would not cover,Any drug that is  not in the plan’s formulary would not  be covered,Any drug that is  not in the plan’s formulary would not  be covered
,108,-0.472,185,2003-12-08,Mr. FATTAH.,2003,given ongo state budget crise million lowincom senior peopl disabl could receiv less help prescript drug cost,"Given the ongoing state budget crises, up to 6.4 million lowincome seniors and people with disabilities  could receive less help with their prescription  drug costs than they do now","Given the ongoing state budget crises, up to 6.4 million lowincome seniors and people with disabilities  could receive less help with their prescription  drug costs than they do now"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,reagan record nation crusad drug free america summari statement illeg drug use begin declin nonsens judg enforc stricter penalti drug dealer record amount illeg drug seiz, THE REAGAN RECORD ON THE NATIONAL  CRUSADE FOR A DRUG-FREE AMERICA  SUMMARY STATEMENT  Illegal drug use  is beginning to decline;  no-nonsense  judges are enforcing stricter  penalties  for  drug  dealers;  and  record  amounts of  illegal drugs are being seized, THE REAGAN RECORD ON THE NATIONAL  CRUSADE FOR A DRUG-FREE AMERICA  SUMMARY STATEMENT  Illegal drug use  is beginning to decline;  no-nonsense  judges are enforcing stricter  penalties  for  drug  dealers;  and  record  amounts of  illegal drugs are being seized
House,113,-0.473,13,2013-06-03,Mr. WAXMAN.,2013,meantim prevent state respond particular need may regul wholesal distributor preempt import exist state safeguard entri suppli chain unsaf counterfeit drug adequ substitut place,"In the meantime, it will prevent States from responding to particular needs they may  have in regulating their wholesale distributors, and it preempts important  existing State safeguards against the  entry into the supply chain of unsafe  counterfeit drugs before any adequate  substitute will be in place","In the meantime, it will prevent States from responding to particular needs they may  have in regulating their wholesale distributors, and it preempts important  existing State safeguards against the  entry into the supply chain of unsafe  counterfeit drugs before any adequate  substitute will be in place"
,96,-0.391,1094,3,Mr. OTTINGER.,1979,th congress inquiri investig roll flood tide world uranium cartel fbi foreign secur surveil air forc contract shenanigan account practic hospit care unnecessari oper natur ga shortag drug cost colleg athlet hew birth control polici pesticid regula tion came subcommitte ln vestig eye," In the 95th Congress, in 1977 and 1978, the  inquiries and investigations rolled at flood tide: the world uranium cartel, FBI foreign  security  surveillance, Air  Force  contra.ct  shenanigans, accountants' practices, hospital  care and unnecessary operations, natural gas  shortages,  drug  costs,  college  athletics,  HEW birth-control policy, pesticide regula tion all came under the subcommittee's ln vestigative eye"," In the 95th Congress, in 1977 and 1978, the  inquiries and investigations rolled at flood tide: the world uranium cartel, FBI foreign  security  surveillance, Air  Force  contra.ct  shenanigans, accountants' practices, hospital  care and unnecessary operations, natural gas  shortages,  drug  costs,  college  athletics,  HEW birth-control policy, pesticide regula tion all came under the subcommittee's ln vestigative eye"
House,100,-0.023,196,17,Mr. CONTE.,1988,modest restraint injudici sale handgun one mayb drug deal crimin emot disturb person either not fit handl handgun go use crimin act," It is a modest restraint against the  injudicious sale of a handgun to some one, maybe a drug-dealing criminal or  an emotionally disturbed person, who  is either not fit to handle a handgun,  or is going to use it for criminal acts"," It is a modest restraint against the  injudicious sale of a handgun to some one, maybe a drug-dealing criminal or  an emotionally disturbed person, who  is either not fit to handle a handgun,  or is going to use it for criminal acts"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,expand treatment drug user,Expanded treatment for drug users,Expanded treatment for drug users
House,105,0.375,384,7,Mr. PORTMAN.,1997,today hous con sider drug free communi tie act legisl introduc gentleman illinoi hastert gentleman michi gan,"Speaker,  today the House con siders the Drug Free Communi ties Act  of 1997,  legislation  I  introduced with  the  gentleman  from  Illinois  HASTERT],  the gentleman from Michi-  gan  [Mr","Speaker,  today the House con siders the Drug Free Communi ties Act  of 1997,  legislation  I  introduced with  the  gentleman  from  Illinois  HASTERT],  the gentleman from Michi-  gan  [Mr"
,98,-0.153,1172,1,Mr. HUGHES.,1984,go examin inijanuari tialli context chang administr propos issu system legal control prescript drug subject abus propos im provement,"We are going to examine, iniJanuary 31, 1984  tially in the context of the changes  that the administration has proposed,  all of the issues in the system of legal  control of prescription drugs that are  subject to abuse, and proposals for im provement","We are going to examine, iniJanuary 31, 1984  tially in the context of the changes  that the administration has proposed,  all of the issues in the system of legal  control of prescription drugs that are  subject to abuse, and proposals for im provement"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,rhetor gun democrat blaze chief execut interest sound drug polici not drug polit," While  the  rhetorical guns of  the Democrats  are blazing, our Chief Executive is interested  in a sound drug policy, not drug politics"," While  the  rhetorical guns of  the Democrats  are blazing, our Chief Executive is interested  in a sound drug policy, not drug politics"
Senate,113,-0.266,37,2013-12-20,Mrs. FEINSTEIN.,2013,bill similar hous legisl introduc repres jaredhuffman help curb sever environment damag caus illeg marijuana grow," This bill, which is similar to House  legislation introduced by Representative JAREDHUFFMAN, will help curb the  severe environmental damage caused  by illegal marijuana grows"," This bill, which is similar to House  legislation introduced by Representative JAREDHUFFMAN, will help curb the  severe environmental damage caused  by illegal marijuana grows"
,102,-0.502,1473,13,Mr. MARKEY.,1991,local public televis radio station sourc commun leader ship varieti field rang environ mental clean remedi social problem drug abus illiteraci, Local public  television and  radio  stations  also have been a source of community leader ship in a variety of fields ranging from environ mental clean-up to remedying social problems  such as drug abuse and  illiteracy, Local public  television and  radio  stations  also have been a source of community leader ship in a variety of fields ranging from environ mental clean-up to remedying social problems  such as drug abuse and  illiteracy
,107,-0.353,172,2002-07-09,Mr. UDALL of Colorado.,2002,mani senior turn supplement plan drug coverag plan often expens high deduct low benefit,"Many seniors turn to supplemental plans for drug coverage, but  these plans often are expensive and have high deductibles or low benefits","Many seniors turn to supplemental plans for drug coverage, but  these plans often are expensive and have high deductibles or low benefits"
Senate,99,0.185,730,3,Mrs. HAWKINS.,1985,drug crop export nation state depart say joel brinkley washington state depart annual report worldwid narcot pro duction show major,"15, 19851  DRUG CROPS ARE UP IN EXPORT NATIONS,  STATE DEPARTMENT SAYS  <By Joel Brinkley>  WASHINGTON.-The  State Department's  annual report on worldwide narcotics pro duction shows that in most of the major  ","15, 19851  DRUG CROPS ARE UP IN EXPORT NATIONS,  STATE DEPARTMENT SAYS  <By Joel Brinkley>  WASHINGTON.-The  State Department's  annual report on worldwide narcotics pro duction shows that in most of the major  "
,102,-0.17600000000000002,379,3,Mr. LIPINSKI.,1991,kolb thought open season vietnam veteran end pot shot begun,"Kolb)  Just when we thought the open season on  Vietnam veterans had ended,  the pot-shots  have begun again","Kolb)  Just when we thought the open season on  Vietnam veterans had ended,  the pot-shots  have begun again"
